,acc,loss,val_acc,val_loss
0,0.09500000178813935,2.424285578727722,0.10000000149011612,2.39118549823761
1,0.08250000160187483,2.4017479181289674,0.14000000357627868,2.397439885139465
2,0.09750000182539224,2.3989575445652007,0.11000000312924385,2.392481732368469
3,0.1150000026449561,2.396470719575882,0.0900000013411045,2.3869560956954956
4,0.10000000186264515,2.391011989116669,0.20000000298023224,2.369684934616089
5,0.12750000283122062,2.391817557811737,0.18000000193715096,2.3641229629516602
6,0.13750000279396773,2.384989994764328,0.1900000050663948,2.3453776597976685
7,0.14250000286847353,2.3754784226417542,0.20000000447034835,2.302353858947754
8,0.14750000406056643,2.3550092577934265,0.2500000074505806,2.23600914478302
9,0.1425000036135316,2.3617338836193085,0.17000000327825546,2.309368705749512
