,acc,loss,val_acc,val_loss
0,0.204,1.6028498222033183,0.25,1.5456085622310638
1,0.31866666666666665,1.5189479624032973,0.5,1.3603373348712922
2,0.418,1.3106013291279475,0.625,0.8817271247506142
3,0.544,1.073258374097757,0.575,0.882449309900403
4,0.6613333333333333,0.878513925294456,0.875,0.421568167116493
5,0.75,0.6646295074912971,0.85,0.2909031149407383
6,0.8073333333333333,0.5381810698280121,1.0,0.06718409037516722
7,0.852,0.416943893473522,1.0,0.08077052078051565
8,0.876,0.3625785041367635,0.925,0.3119168705045013
9,0.8886666666666667,0.3147510199180822,1.0,0.06610708558368969
10,0.902,0.2755541001239009,0.975,0.07027487498417032
11,0.9113333333333333,0.26419592577973444,0.95,0.1720650595976622
12,0.9186666666666666,0.2377158514824044,0.975,0.0532728650032368
13,0.9173333333333333,0.22909771289951145,0.975,0.04798403426430013
14,0.9273333333333333,0.20891962453908486,1.0,0.07157466540629684
15,0.934,0.1911944132334705,1.0,0.005605711982231298
16,0.9286666666666666,0.1990744424364491,0.975,0.03882020850362622
17,0.9453333333333334,0.14586520109019097,1.0,0.006666655493383189
18,0.936,0.17214506373261182,1.0,0.04311789309913365
19,0.9466666666666667,0.14005087620675097,1.0,0.0030055620172490193
20,0.9466666666666667,0.15805008270406207,1.0,0.043794966341693
21,0.9486666666666667,0.1454914289298269,1.0,0.00048278938562873464
22,0.9446666666666667,0.15624346957734458,1.0,0.001074549342584419
23,0.9566666666666667,0.11793374359161442,1.0,0.014043807177206703
24,0.9593333333333334,0.12187749341061759,1.0,0.009514601006937795
25,0.9553333333333334,0.1219093669482181,1.0,0.004139831455421472
26,0.9506666666666667,0.12827472229229514,1.0,0.0004873717429006774
27,0.9586666666666667,0.11231455692698948,1.0,0.001191595553537894
28,0.9633333333333334,0.10193705674459173,1.0,0.011898612219465577
29,0.96,0.11119501153565046,1.0,0.04042014668350262
30,0.964,0.11244222148620825,1.0,0.0008046079213677615
31,0.9606666666666667,0.10893842461295634,1.0,0.0035248067501512993
32,0.9613333333333334,0.10980361558789133,1.0,0.004875262804413439
33,0.9593333333333334,0.11217449925718864,1.0,0.004224767637151672
34,0.966,0.09883397049524083,1.0,0.0009374838564319532
35,0.9626666666666667,0.09522925046400843,0.975,0.05450728173074211
36,0.9626666666666667,0.09985093638861312,1.0,0.0011782511403723105
37,0.96,0.10971267476653289,1.0,0.0018190326203828989
38,0.9653333333333334,0.08647119317380754,0.975,0.02854176928314871
39,0.9613333333333334,0.09819957196994077,1.0,0.00013688984761088817
40,0.9626666666666667,0.09738392872538064,1.0,0.003989124900737551
41,0.964,0.09416939728643174,1.0,0.0019895178360165742
42,0.9646666666666667,0.09563646664854521,1.0,0.0009276887595738969
43,0.9673333333333334,0.0844425273836521,1.0,0.0002904705559167553
44,0.9713333333333334,0.0809430453890771,1.0,0.0003005506092513599
45,0.976,0.06447689531062116,1.0,0.001993946105883282
46,0.9706666666666667,0.07603793010065461,1.0,0.0003336039363581733
47,0.962,0.0950017183843376,1.0,0.00029871592438368566
48,0.9713333333333334,0.07606640412412576,1.0,0.0006201143511624707
49,0.9666666666666667,0.09224900751585885,1.0,0.0001900195496588708
50,0.9673333333333334,0.09347388039041842,1.0,8.808519034246843e-05
51,0.968,0.0868858750330529,1.0,0.0001277722661470193
52,0.9766666666666667,0.07667724128883155,1.0,0.0004970013172091115
53,0.9753333333333334,0.06326459357698079,1.0,0.00044537197422584996
54,0.9773333333333334,0.07216120065545727,1.0,0.00013160596484880217
55,0.9646666666666667,0.09156186397802586,1.0,0.00015555186126121613
56,0.97,0.07847254232828609,1.0,0.0002457950287684696
57,0.9726666666666667,0.07721489913187182,1.0,4.306039784580662e-05
58,0.972,0.06734665849651443,1.0,9.106991301734979e-05
59,0.9706666666666667,0.07980856665839972,1.0,2.022036567552732e-05
60,0.974,0.06425076415727297,1.0,5.714311725739663e-05
61,0.9733333333333334,0.06659603743986871,1.0,0.00023043392717738697
62,0.9706666666666667,0.06996055441083758,1.0,0.002410516303886112
63,0.9753333333333334,0.07009916762184097,1.0,4.501095038733638e-05
64,0.978,0.0566030667901537,1.0,5.5053516928893485e-05
65,0.968,0.0725016533179547,1.0,0.00024922905274635807
66,0.97,0.08205253799514095,1.0,9.59968096978514e-05
67,0.9733333333333334,0.06815283728781082,1.0,5.367701248104595e-06
68,0.9686666666666667,0.07951608331082943,1.0,0.0005962113654909729
69,0.982,0.04228997608505677,1.0,2.4781164540854663e-06
70,0.9733333333333334,0.06890673910381735,1.0,0.0001970964023556121
71,0.9693333333333334,0.08674357985967006,1.0,1.4413132949187001e-05
72,0.9746666666666667,0.06706899698635554,1.0,0.005028521269874631
73,0.9693333333333334,0.06867858045126511,1.0,5.041394561544621e-06
74,0.9726666666666667,0.07282389677341242,1.0,0.000403752289382453
75,0.9753333333333334,0.05421581420620642,1.0,0.0001486855048973723
76,0.9873333333333333,0.037250886781953,1.0,0.000462813560831421
77,0.9733333333333334,0.07781338415935492,1.0,0.001088847528934167
78,0.9813333333333333,0.05299534137949439,1.0,1.0199831738333387e-05
79,0.9786666666666667,0.0530469397058499,1.0,0.0004875835780211446
80,0.98,0.04934943408844007,1.0,7.344246220952755e-06
81,0.9773333333333334,0.05522078535997766,1.0,4.409608752808936e-06
82,0.9733333333333334,0.0620306420856985,1.0,5.569095016255687e-06
83,0.972,0.07134520895342594,1.0,0.0018848070363148394
84,0.9813333333333333,0.05605348977545031,1.0,1.351409296859174e-05
85,0.9746666666666667,0.06099608573225331,1.0,6.057503050982405e-06
86,0.9733333333333334,0.0612826587310541,1.0,3.4168881001050976e-06
87,0.98,0.04721119758335154,1.0,9.760128910585309e-06
88,0.9846666666666667,0.04817941376479041,1.0,3.963919102289992e-06
89,0.9786666666666667,0.05838368870162526,1.0,4.272263323201742e-06
90,0.9793333333333333,0.05479172008026556,1.0,1.0189605897181763e-05
91,0.9786666666666667,0.056458180449525934,0.975,0.031105675581024173
92,0.9753333333333334,0.06903412917317536,1.0,2.0414601493712324e-07
93,0.9746666666666667,0.05209337186844834,1.0,0.0038402092770759566
94,0.978,0.054176804514227815,1.0,7.056486349910074e-06
95,0.98,0.05542250248497728,1.0,7.034714920024498e-05
96,0.9813333333333333,0.05513823775395601,1.0,1.2665988506910254e-07
97,0.974,0.06987854927549858,1.0,8.764868120891833e-06
98,0.9886666666666667,0.03687298894952816,1.0,2.0457332573897703e-05
99,0.9766666666666667,0.06805457236228561,1.0,2.807474261601328e-06
